trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
398,False,"{'a': 0.9, 'e': 0.13884874358250854}",25,4,14.953697016280909,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
399,False,"{'a': 0.9, 'e': 0.13756691263999488}",25,18,13.16719230615791,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.9, 'e': 0.1362959565046864}",30,17,17.98238279529064,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.9, 'e': 0.13503580147427674}",20,12,1.5065144335498124,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.9, 'e': 0.13378637397297066}",20,14,-0.7522138237599969,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.9, 'e': 0.13254760056013049}",20,8,12.955890234811994,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.9, 'e': 0.13131940793869623}",20,10,16.85811955850869,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.9, 'e': 0.1301017229633853}",20,13,13.486406129419196,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.9, 'e': 0.12889447264867293}",25,8,17.90122145991968,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.9, 'e': 0.12769758417655896}",25,3,18.397501824072965,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.9, 'e': 0.12651098490412183}",35,7,-43.91446806236945,"{0: 24, 1: 0, 2: 2, 3: 1, 4: 1}",1
409,False,"{'a': 0.9, 'e': 0.12533460237086602}",20,9,21.143544498931323,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.9, 'e': 0.12416836430586464}",20,14,12.26532941414835,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.9, 'e': 0.12301219863470025}",25,11,22.19998493497083,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.9, 'e': 0.12186603348620895}",30,12,31.13899444929941,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.9, 'e': 0.12072979719902888}",20,2,26.009231039450572,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.9, 'e': 0.11960341832795784}",35,23,20.320825031952072,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.9, 'e': 0.11848682565012403}",25,16,10.766997697143712,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.9, 'e': 0.1173799481709703}",25,19,-0.5708807610435973,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.9, 'e': 0.11628271513005772}",20,6,25.261775288137784,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.9, 'e': 0.115195056006691}",30,10,-5.623369301711408,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
419,False,"{'a': 0.9, 'e': 0.11411690052536805}",25,7,29.093723105603317,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.9, 'e': 0.11304817866105776}",25,6,27.90510820329279,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.9, 'e': 0.11198882064430826}",25,20,10.97008547817409,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.9, 'e': 0.11093875696618949}",25,2,-5.263284592050979,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
423,False,"{'a': 0.9, 'e': 0.10989791838307217}",20,8,16.457456539346232,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.9, 'e': 0.10886623592124756}",20,3,14.722242087809917,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.9, 'e': 0.10784364088138865}",30,15,28.278071894641748,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.9, 'e': 0.1068300648428584}",20,6,21.074541655644285,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.9, 'e': 0.10582543966786528}",25,11,26.928529189361328,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.9, 'e': 0.10482969750547166}",30,13,27.650463505547886,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.9, 'e': 0.1038427707954549}",35,15,34.45733483828168,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.9, 'e': 0.10286459227202627}",30,0,44.64560098779648,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.9, 'e': 0.10189509496740934}",30,14,25.794987503441853,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.9, 'e': 0.10093421221528132}",30,24,13.337759310559242,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.9, 'e': 0.09998187765407773}",25,0,-15.268499480989707,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
434,False,"{'a': 0.9, 'e': 0.09903802523016736}",25,17,16.035125967704786,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.9, 'e': 0.09810258920089476}",30,11,32.122532303742084,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.9, 'e': 0.09717550413749809}",25,4,36.33894723229675,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.9, 'e': 0.09625670492790062}",30,13,7.22431813894234,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
438,False,"{'a': 0.9, 'e': 0.09534612677938048}",30,1,-8.457898813490033,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 0}",1
439,False,"{'a': 0.9, 'e': 0.09444370522112144}",20,16,8.376702225397729,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.9, 'e': 0.09354937610664582}",35,18,32.88905941217999,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.9, 'e': 0.09266307561613296}",20,13,12.832807206687418,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.9, 'e': 0.09178474025862438}",20,14,0.3783887111784072,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.9, 'e': 0.09091430687412039}",30,17,24.955019946348937,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.9, 'e': 0.09005171263556722}",20,7,20.56378133519886,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.9, 'e': 0.08919689505074013}",30,8,40.99090430620061,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.9, 'e': 0.08834979196402148}",30,13,16.108796332710533,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
447,False,"{'a': 0.9, 'e': 0.08751034155807969}",30,16,28.628944586742023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.9, 'e': 0.08667848235544717}",25,7,-16.359153637315092,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
449,False,"{'a': 0.9, 'e': 0.08585415322000356}",25,11,25.730624079515447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.9, 'e': 0.08503729335836263}",30,8,37.81611884492741,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.9, 'e': 0.08422784232116709}",25,12,25.348443586026026,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.9, 'e': 0.08342574000429315}",20,12,15.244178695336204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.9, 'e': 0.08263092664996652}",25,7,9.684786749242445,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
454,False,"{'a': 0.9, 'e': 0.08184334284779127}",25,9,19.62324646838603,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.9, 'e': 0.08106292953569427}",20,13,13.030510468889991,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.9, 'e': 0.08028962800078754}",25,14,25.538943256516895,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.9, 'e': 0.07952337988014957}",20,8,3.3210642349996853,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
458,False,"{'a': 0.9, 'e': 0.07876412716152648}",25,3,34.46080840681328,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.9, 'e': 0.07801181218395814}",20,12,16.587385498315818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.9, 'e': 0.07726637763832733}",25,19,-30.326161845162805,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
461,False,"{'a': 0.9, 'e': 0.07652776656783677}",30,20,17.380850931295463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.9, 'e': 0.07579592236841226}",30,20,16.010393324752116,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.9, 'e': 0.07507078878903872}",30,13,31.170271041103504,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.9, 'e': 0.07435230993202491}",20,11,19.622243825970646,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.9, 'e': 0.07364043025320366}",25,11,-16.09689602749182,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
466,False,"{'a': 0.9, 'e': 0.0729350945620657}",20,7,19.86933979752455,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.9, 'e': 0.07223624802183093}",30,15,22.588175834892965,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.9, 'e': 0.07154383614945659}",25,10,24.68786641607344,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.9, 'e': 0.07085780481558679}",20,16,7.7404472497072,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.9, 'e': 0.07017810024444182}",20,9,23.441845365780114,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.9, 'e': 0.06950466901365049}",20,7,-38.41574241982446,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
472,False,"{'a': 0.9, 'e': 0.06883745805402708}",20,16,7.358938768997838,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.9, 'e': 0.06817641464929358}",20,7,16.009861675373127,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
474,False,"{'a': 0.9, 'e': 0.06752148643574918}",20,16,8.928721767879207,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.9, 'e': 0.06687262140188732}",25,17,2.9639023357177274,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.9, 'e': 0.0662297678879642}",30,11,33.77581212204497,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.9, 'e': 0.06559287458551655}",30,0,42.96008484908566,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
478,False,"{'a': 0.9, 'e': 0.06496189053683388}",20,0,37.892962833913586,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
479,False,"{'a': 0.9, 'e': 0.06433676513438213}",25,17,13.918025390242326,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.9, 'e': 0.0637174481201852}",25,15,22.50796359616883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.9, 'e': 0.06310388958515978}",20,8,20.906055395768366,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.9, 'e': 0.062496039968410466}",20,0,35.929935253928576,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
483,False,"{'a': 0.9, 'e': 0.06189385005648185}",20,11,12.57429207691493,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.9, 'e': 0.06129727098257065}",25,20,9.997736772251915,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.9, 'e': 0.06070625422570031}",25,15,-1.666825694749765,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
486,False,"{'a': 0.9, 'e': 0.060120751609856304}",30,13,26.505098232291385,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.9, 'e': 0.059540715303085245}",30,15,29.838596911473477,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.9, 'e': 0.05896609781655893}",20,12,15.84520970781412,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.9, 'e': 0.05839685200360345}",20,10,22.565498845182876,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.9, 'e': 0.057832931058695025}",20,6,26.05571855538072,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.9, 'e': 0.057274288516423466}",20,10,15.717507911374234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.9, 'e': 0.056720878250424045}",20,9,19.34286514914407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.9, 'e': 0.05617265447227948}",20,3,19.171891530598547,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.9, 'e': 0.05562957173039196}",20,9,14.192285357697427,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.9, 'e': 0.055091584908827596}",30,13,32.28676512326865,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.9, 'e': 0.05455864922613218}",25,0,41.349279723221116,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
497,False,"{'a': 0.9, 'e': 0.054030720234121365}",20,11,15.548250125384216,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.9, 'e': 0.05350775381664452}",20,10,17.306021418329383,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.9, 'e': 0.05298970618832488}",25,4,36.63718464126082,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.9, 'e': 0.05247653389327389}",25,11,28.13134866702278,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.9, 'e': 0.05196819380378437}",20,12,16.455444557026414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.9, 'e': 0.05146464311900034}",20,3,14.210183084126635,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.9, 'e': 0.0509658393635658}",25,7,3.5028129343869514,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
504,False,"{'a': 0.9, 'e': 0.050471740386252795}",25,18,12.856816808931166,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.9, 'e': 0.04998230435856932}",20,14,12.66691869879396,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.9, 'e': 0.04949748977334878}",20,12,3.4285439198035617,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.9, 'e': 0.04901725544332092}",30,3,32.569379448810544,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.9, 'e': 0.048541560499664294}",25,15,16.262899699359547,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.9, 'e': 0.04807036439054291}",25,15,18.102176158069213,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.9, 'e': 0.04760362687962638}",20,16,8.075896052012451,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.9, 'e': 0.047141308044594155}",20,10,6.461462649136104,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
512,False,"{'a': 0.9, 'e': 0.04668336827562558}",25,8,26.056791610946703,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.9, 'e': 0.046229768273874816}",20,7,12.259732742560931,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.9, 'e': 0.04578046904993338}",30,24,12.115971283522004,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.9, 'e': 0.045335431922278846}",20,14,11.647665872183627,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.9, 'e': 0.044894618515711526}",30,12,36.223862001325955,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.9, 'e': 0.04445799075977974}",25,13,24.55387390439175,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.9, 'e': 0.04402551088719353}",25,7,25.19163824569745,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.9, 'e': 0.043597141432227926}",25,17,16.236611982723716,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.9, 'e': 0.043172845229116685}",30,17,11.680028045760128,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
521,False,"{'a': 0.9, 'e': 0.042752585410435806}",25,20,9.08565902090536,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.9, 'e': 0.042336325405478825}",30,12,30.36130620121279,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.9, 'e': 0.04192402893862335}",20,14,10.757745605183,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.9, 'e': 0.041515660027689916}",30,23,16.153879545122702,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.9, 'e': 0.041111182982293326}",25,14,6.965825372494997,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.9, 'e': 0.04071056240218718}",30,19,21.215876301907645,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.9, 'e': 0.04031376317560209}",20,2,32.22031996648998,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.9, 'e': 0.03992075047757804}",30,12,-8.13359271211266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
529,False,"{'a': 0.9, 'e': 0.03953148976829046}",30,0,49.77740124353169,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
530,False,"{'a': 0.9, 'e': 0.03914594679137251}",25,20,9.239930576722438,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.9, 'e': 0.03876408757223193}",25,14,19.767635758225282,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.9, 'e': 0.03838587841636387}",30,6,39.83139487147396,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.9, 'e': 0.038011285907659786}",30,16,26.478158158380523,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.9, 'e': 0.037640276906713455}",20,0,28.974779791371784,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
535,False,"{'a': 0.9, 'e': 0.03727281854912323}",30,24,14.139603095900572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.9, 'e': 0.03690887824379263}",25,0,33.381217793239934,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
537,False,"{'a': 0.9, 'e': 0.03654842367122768}",25,14,20.75079791721525,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.9, 'e': 0.036191422781833515}",30,21,19.148151372461495,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.9, 'e': 0.03583784379420796}",25,20,7.269424826017272,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.9, 'e': 0.03548765519343555}",20,12,14.16058986427049,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.9, 'e': 0.03514082572937982}",20,12,13.19537163408835,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.9, 'e': 0.03479732441497485}",30,13,31.433416259180873,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.9, 'e': 0.034457120524517215}",25,15,22.268008931515396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.9, 'e': 0.03412018359195801}",25,14,0.08950713398110866,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
545,False,"{'a': 0.9, 'e': 0.033786483409194545}",25,20,8.843920864291466,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.9, 'e': 0.03345599002436406}",25,9,31.245979607985667,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.9, 'e': 0.033128673740136616}",20,9,9.79283458207925,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
548,False,"{'a': 0.9, 'e': 0.032804505112011495}",25,0,42.11308376556275,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
549,False,"{'a': 0.9, 'e': 0.03248345494661298}",25,11,26.24882682449083,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.9, 'e': 0.03216549429998916}",20,4,31.011840071228107,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.9, 'e': 0.03185059447591265}",20,10,18.659064121312273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.9, 'e': 0.03153872702418359}",20,16,6.760171638793027,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.9, 'e': 0.03122986373893466}",20,8,18.90127231499765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.9, 'e': 0.030923976656939578}",20,14,7.986285375368671,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.9, 'e': 0.03062103805592431}",20,12,13.877928209849431,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.9, 'e': 0.03032102045288132}",25,3,37.934481462838214,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.9, 'e': 0.03002389660238769}",20,0,32.78043049059935,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
558,False,"{'a': 0.9, 'e': 0.029729639494926463}",25,14,20.045132964455707,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.9, 'e': 0.029438222355212207}",20,6,25.435963997045103,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.9, 'e': 0.029149618640520236}",35,26,19.15490440290814,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.9, 'e': 0.02886380203902017}",25,11,25.376137734968303,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.9, 'e': 0.02858074646811437}",20,13,16.3394643627292,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.9, 'e': 0.02830042607278027}",20,12,16.559592275422652,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.9, 'e': 0.02802281522391803}",35,23,23.83877910487112,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.9, 'e': 0.027747888516702623}",20,8,20.62638265085902,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.9, 'e': 0.02747562076894161}",20,16,6.658633815240865,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.9, 'e': 0.02720598701943744}",25,15,20.14380885197264,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.9, 'e': 0.02693896252635619}",25,15,19.975342961661333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.9, 'e': 0.02667452276560045}",30,12,31.60307335233106,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.9, 'e': 0.026412643429189253}",25,13,23.860059191633127,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.9, 'e': 0.026153300423643056}",30,12,22.697291355003188,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.9, 'e': 0.025896469868374683}",35,19,26.71228927101613,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.9, 'e': 0.025642128094086947}",20,9,23.07353762866416,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.9, 'e': 0.025390251641175476}",20,11,15.5711682924242,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.9, 'e': 0.025140817258139103}",20,16,8.244042439065428,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.9, 'e': 0.02489380189999557}",25,12,23.687681640355045,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.9, 'e': 0.024649182726704244}",20,13,1.1958601248990797,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.9, 'e': 0.024406937101596027}",20,12,14.628036574833397,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.9, 'e': 0.02416704258980862}",25,8,30.137326219408372,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.9, 'e': 0.0239294769567302}",20,4,13.474588912319634,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.9, 'e': 0.02369421816644901}",25,13,25.694820457172415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.9, 'e': 0.023461244380210466}",30,10,39.55884919512443,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
